list-card-link href,list-card-addr,list-card-type,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-variable-text,list-card-link src,,list-card-price,list-card-details 3,list-card-label 3,list-card-save-content
"https://www.zillow.com/b/10467-39th-Ave-Flushing-NY/40.751584,-73.859896_ll/","10467 39th Ave, Flushing, NY",For Rent,"$2,000+",2 bds,,,1 day ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,
https://www.zillow.com/homedetails/7958-77th-Ave-2-Glendale-NY-11385/2103402167_zpid/,"7958 77th Ave # 2, Glendale, NY 11385",Apartment for rent,3,bds,1,ba,1 day ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7958 77th Ave # 2, Glendale, NY 11385"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""950""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7958 77th Ave # 2"",""addressLocality"":""Glendale"",""addressRegion"":""NY"",""postalCode"":""11385""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.706358,""longitude"":-73.869845},""url"":""/homedetails/7958-77th-Ave-2-Glendale-NY-11385/2103402167_zpid/""}","$2,499/mo",950,sqft,Save this home
https://www.zillow.com/b/2814-31st-st-astoria-ny-5YCRmf/,"2814 31st St, Astoria, NY",For Rent,"$2,000 ",1 bd,"$2,500 ",2 bds,1 day ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,
https://www.zillow.com/homedetails/5537-98th-St-Corona-NY-11368/2081911360_zpid/,"5537 98th St, Corona, NY 11368",Apartment for rent,2,bds,1,ba,1 day ago,https://photos.zillowstatic.com/p_e/ISjn9aath70u070000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5537 98th St, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5537 98th St"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.752469,""longitude"":-73.868982},""url"":""/homedetails/5537-98th-St-Corona-NY-11368/2081911360_zpid/""}","$1,940/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/2911-12th-St-2-Astoria-NY-11102/2081911761_zpid/,"2911 12th St # 2, Astoria, NY 11102",Apartment for rent,2,bds,1,ba,2 days ago,https://photos.zillowstatic.com/p_e/ISn6jdfz04outc0000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2911 12th St # 2, Astoria, NY 11102"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""600""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2911 12th St # 2"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11102""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.771521,""longitude"":-73.930504},""url"":""/homedetails/2911-12th-St-2-Astoria-NY-11102/2081911761_zpid/""}","$2,550/mo",600,sqft,Save this home
https://www.zillow.com/homedetails/1107-Welling-Ct-APT-4B-Astoria-NY-11102/2081911898_zpid/,"1107 Welling Ct APT 4B, Astoria, NY 11102",Apartment for rent,1,bd,1,ba,2 days ago,https://photos.zillowstatic.com/p_e/ISvcdjnfer5ti61000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1107 Welling Ct Apt 4b, Astoria, NY 11102"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1107 Welling Ct APT 4B"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11102""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.771713,""longitude"":-73.932884},""url"":""/homedetails/1107-Welling-Ct-APT-4B-Astoria-NY-11102/2081911898_zpid/""}","$2,850/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/1222-30th-Ave-APT-5D-Astoria-NY-11102/2092045618_zpid/,"1222 30th Ave APT 5D, Astoria, NY 11102",Apartment for rent,1,bd,1,ba,2 days ago,https://photos.zillowstatic.com/p_e/ISzzpzzfvo58kk1000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1222 30th Ave Apt 5d, Astoria, NY 11102"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1222 30th Ave APT 5D"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11102""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.76922,""longitude"":-73.932075},""url"":""/homedetails/1222-30th-Ave-APT-5D-Astoria-NY-11102/2092045618_zpid/""}","$2,500/mo",700,sqft,Save this home
https://www.zillow.com/homedetails/2306-Jackson-Ave-B6-Long-Island-City-NY-11101/2081912854_zpid/,"2306 Jackson Ave # B6, Long Island City, NY 11101",Apartment for rent,Studio,ba,1,sqft,2 days ago,https://photos.zillowstatic.com/p_e/ISjbka0a1k2uy91000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2306 Jackson Ave # B6, Long Island City, NY 11101"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2306 Jackson Ave # B6"",""addressLocality"":""Long Island City"",""addressRegion"":""NY"",""postalCode"":""11101""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.745769,""longitude"":-73.945365},""url"":""/homedetails/2306-Jackson-Ave-B6-Long-Island-City-NY-11101/2081912854_zpid/""}","$1,800/mo",--,,Save this home
https://www.zillow.com/b/2386-23rd-st-astoria-ny-637hqw/,"2386 23rd St, Astoria, NY",For Rent,"$2,348+",2 bds,,,2 days ago,https://photos.zillowstatic.com/p_e/ISfcmltfcup6pq0000000000.jpg,,,,,
https://www.zillow.com/homedetails/3326-Parsons-Blvd-5P-Flushing-NY-11354/2081913395_zpid/,"3326 Parsons Blvd # 5P, Flushing, NY 11354",Apartment for rent,2,bds,2,ba,2 days ago,https://photos.zillowstatic.com/p_e/ISbla3h50rolhc1000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3326 Parsons Blvd # 5p, Flushing, NY 11354"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3326 Parsons Blvd # 5P"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11354""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.767201,""longitude"":-73.824012},""url"":""/homedetails/3326-Parsons-Blvd-5P-Flushing-NY-11354/2081913395_zpid/""}","$2,350/mo","1,000",sqft,Save this home
https://www.zillow.com/homedetails/3152-77th-St-2-East-Elmhurst-NY-11370/2081913418_zpid/,"3152 77th St # 2, East Elmhurst, NY 11370",Apartment for rent,2,bds,1,ba,2 days ago,https://photos.zillowstatic.com/p_e/IS7arxpn0owhbj1000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3152 77th St # 2, East Elmhurst, NY 11370"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3152 77th St # 2"",""addressLocality"":""East Elmhurst"",""addressRegion"":""NY"",""postalCode"":""11370""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.757303,""longitude"":-73.890716},""url"":""/homedetails/3152-77th-St-2-East-Elmhurst-NY-11370/2081913418_zpid/""}","$2,500/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/2316-35th-St-APT-2R-Astoria-NY-11105/2081913592_zpid/,"2316 35th St APT 2R, Astoria, NY 11105",Apartment for rent,2,bds,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2316 35th St Apt 2r, Astoria, NY 11105"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""850""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2316 35th St APT 2R"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11105""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.772851,""longitude"":-73.91174},""url"":""/homedetails/2316-35th-St-APT-2R-Astoria-NY-11105/2081913592_zpid/""}","$2,550/mo",850,sqft,Save this home
https://www.zillow.com/homedetails/4401-34th-Ave-A6-Long-Island-City-NY-11101/2081913594_zpid/,"4401 34th Ave # A6, Long Island City, NY 11101",Apartment for rent,Studio,ba,1,sqft,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4401 34th Ave # A6, Long Island City, NY 11101"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4401 34th Ave # A6"",""addressLocality"":""Long Island City"",""addressRegion"":""NY"",""postalCode"":""11101""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.755231,""longitude"":-73.917294},""url"":""/homedetails/4401-34th-Ave-A6-Long-Island-City-NY-11101/2081913594_zpid/""}","$1,650/mo",--,,Save this home
https://www.zillow.com/homedetails/2138-Rene-Ct-APT-2-Ridgewood-NY-11385/2081913586_zpid/,"2138 Rene Ct APT 2, Ridgewood, NY 11385",Apartment for rent,3,bds,2,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2138 Rene Ct Apt 2, Ridgewood, NY 11385"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2138 Rene Ct APT 2"",""addressLocality"":""Ridgewood"",""addressRegion"":""NY"",""postalCode"":""11385""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.712922,""longitude"":-73.910211},""url"":""/homedetails/2138-Rene-Ct-APT-2-Ridgewood-NY-11385/2081913586_zpid/""}","$2,800/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/2331-31st-Ave-APT-1-Astoria-NY-11106/2081914178_zpid/,"2331 31st Ave APT 1, Astoria, NY 11106",Apartment for rent,1,bd,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2331 31st Ave Apt 1, Astoria, NY 11106"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2331 31st Ave APT 1"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11106""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.766407,""longitude"":-73.927898},""url"":""/homedetails/2331-31st-Ave-APT-1-Astoria-NY-11106/2081914178_zpid/""}","$1,600/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/1711-Dekalb-Ave-1-Brooklyn-NY-11237/2081914543_zpid/,"1711 Dekalb Ave # 1, Brooklyn, NY 11237",Apartment for rent,1,bd,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1711 Dekalb Ave # 1, Brooklyn, NY 11237"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1711 Dekalb Ave # 1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11237""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.706215,""longitude"":-73.917649},""url"":""/homedetails/1711-Dekalb-Ave-1-Brooklyn-NY-11237/2081914543_zpid/""}","$1,800/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/6107-Woodside-Ave-APT-5K-Woodside-NY-11377/2081914810_zpid/,"6107 Woodside Ave APT 5K, Woodside, NY 11377",Apartment for rent,1,bd,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6107 Woodside Ave Apt 5k, Woodside, NY 11377"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6107 Woodside Ave APT 5K"",""addressLocality"":""Woodside"",""addressRegion"":""NY"",""postalCode"":""11377""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.744964,""longitude"":-73.903397},""url"":""/homedetails/6107-Woodside-Ave-APT-5K-Woodside-NY-11377/2081914810_zpid/""}","$1,900/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/3163-14th-St-2F-Astoria-NY-11106/2087055829_zpid/,"3163 14th St # 2F, Astoria, NY 11106",Apartment for rent,2,bds,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3163 14th St # 2f, Astoria, NY 11106"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""740""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3163 14th St # 2F"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11106""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.766532,""longitude"":-73.933066},""url"":""/homedetails/3163-14th-St-2F-Astoria-NY-11106/2087055829_zpid/""}","$2,200/mo",740,sqft,Save this home
"https://www.zillow.com/b/11156-76th-Dr-Flushing-NY/40.7152,-73.83611_ll/","11156 76th Dr, Flushing, NY",For Rent,"$2,250+",2 bds,,,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,
https://www.zillow.com/b/8645-saint-james-ave-elmhurst-ny-5YCSbL/,"8645 St James Ave, Elmhurst, NY",For Rent,"$1,475 ",Studio,"$1,750 ",1 bd,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,
https://www.zillow.com/homedetails/8922-Rutledge-Ave-2-Glendale-NY-11385/2098920487_zpid/,"8922 Rutledge Ave # 2, Glendale, NY 11385",Apartment for rent,2,bds,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8922 Rutledge Ave # 2, Glendale, NY 11385"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8922 Rutledge Ave # 2"",""addressLocality"":""Glendale"",""addressRegion"":""NY"",""postalCode"":""11385""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.710168,""longitude"":-73.860744},""url"":""/homedetails/8922-Rutledge-Ave-2-Glendale-NY-11385/2098920487_zpid/""}","$2,025/mo",900,sqft,Save this home
https://www.zillow.com/homedetails/11156-76th-Dr-C8W-Forest-Hills-NY-11375/2081915394_zpid/,"11156 76th Dr # C8W, Forest Hills, NY 11375",Apartment for rent,1,bd,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11156 76th Dr # C8w, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""775""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11156 76th Dr # C8W"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.716197,""longitude"":-73.834386},""url"":""/homedetails/11156-76th-Dr-C8W-Forest-Hills-NY-11375/2081915394_zpid/""}","$1,800/mo",775,sqft,Save this home
https://www.zillow.com/homedetails/11109-76th-Rd-4L-Forest-Hills-NY-11375/2081915591_zpid/,"11109 76th Rd # 4L, Forest Hills, NY 11375",Apartment for rent,2,bds,2,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11109 76th Rd # 4l, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11109 76th Rd # 4L"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.716098,""longitude"":-73.836673},""url"":""/homedetails/11109-76th-Rd-4L-Forest-Hills-NY-11375/2081915591_zpid/""}","$2,725/mo","1,200",sqft,Save this home
https://www.zillow.com/b/501-e-87th-st-new-york-ny-9gfDCK/,"501 E 87th St, New York, NY",For Rent,"$5,200 ",1 bd,"$6,000 ",2 bds,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,
https://www.zillow.com/homedetails/11201-Queens-Blvd-APT-5A-Forest-Hills-NY-11375/2110880686_zpid/,"11201 Queens Blvd APT 5A, Forest Hills, NY 11375",Apartment for rent,1,bd,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Pinnacle The, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""904""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Pinnacle The"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.718827,""longitude"":-73.836557},""url"":""/homedetails/Pinnacle-The-Forest-Hills-NY-11375/2110880686_zpid/""}","$2,850/mo",904,sqft,Save this home
https://www.zillow.com/homedetails/8336-Beverly-Rd-APT-2A-Kew-Gardens-NY-11415/90133921_zpid/,"8336 Beverly Rd APT 2A, Kew Gardens, NY 11415",Apartment for rent,1,bd,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8336 Beverly Rd Apt 2a, Kew Gardens, NY 11415"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8336 Beverly Rd APT 2A"",""addressLocality"":""Kew Gardens"",""addressRegion"":""NY"",""postalCode"":""11415""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.707485,""longitude"":-73.831639},""url"":""/homedetails/8336-Beverly-Rd-APT-2A-Kew-Gardens-NY-11415/90133921_zpid/""}","$1,750/mo",700,sqft,Save this home
https://www.zillow.com/homedetails/83-46-118th-St-2-Kew-Gardens-NY-11415/2099217360_zpid/,"83-46 118th St # 2, Kew Gardens, NY 11415",Apartment for rent,1,bd,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""83-46 118th St # 2, Kew Gardens, NY 11415"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""83-46 118th St # 2"",""addressLocality"":""Kew Gardens"",""addressRegion"":""NY"",""postalCode"":""11415""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.705727,""longitude"":-73.834788},""url"":""/homedetails/83-46-118th-St-2-Kew-Gardens-NY-11415/2099217360_zpid/""}","$1,750/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/2329-28th-St-2-Astoria-NY-11105/2100100739_zpid/,"2329 28th St # 2, Astoria, NY 11105",Apartment for rent,2,bds,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2329 28th St # 2, Astoria, NY 11105"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2329 28th St # 2"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11105""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.774742,""longitude"":-73.915137},""url"":""/homedetails/2329-28th-St-2-Astoria-NY-11105/2100100739_zpid/""}","$2,300/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/1901-Starr-St-3A-Ridgewood-NY-11385/2081915879_zpid/,"1901 Starr St # 3A, Ridgewood, NY 11385",Apartment for rent,1,bd,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1901 Starr St # 3a, Ridgewood, NY 11385"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1901 Starr St # 3A"",""addressLocality"":""Ridgewood"",""addressRegion"":""NY"",""postalCode"":""11385""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.711669,""longitude"":-73.916735},""url"":""/homedetails/1901-Starr-St-3A-Ridgewood-NY-11385/2081915879_zpid/""}","$2,000/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/9010-34th-Ave-APT-2G-Jackson-Heights-NY-11372/219844752_zpid/,"9010 34th Ave APT 2G, Jackson Heights, NY 11372",Apartment for rent,2,bds,2,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9010 34th Ave Apt 2g, Jackson Heights, NY 11372"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9010 34th Ave APT 2G"",""addressLocality"":""Jackson Heights"",""addressRegion"":""NY"",""postalCode"":""11372""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.75451,""longitude"":-73.87759},""url"":""/homedetails/9010-34th-Ave-APT-2G-Jackson-Heights-NY-11372/219844752_zpid/""}","$2,700/mo","1,000",sqft,Save this home
https://www.zillow.com/homedetails/4419-28th-Ave-APT-3G-Astoria-NY-11103/2081916382_zpid/,"4419 28th Ave APT 3G, Astoria, NY 11103",Apartment for rent,2,bds,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4419 28th Ave Apt 3g, Astoria, NY 11103"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4419 28th Ave APT 3G"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11103""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.763849,""longitude"":-73.909684},""url"":""/homedetails/4419-28th-Ave-APT-3G-Astoria-NY-11103/2081916382_zpid/""}","$2,100/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/2106-35th-St-2BC-Astoria-NY-11105/2081916384_zpid/,"2106 35th St # 2BC, Astoria, NY 11105",Apartment for rent,1,bd,1,ba,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2106 35th St # 2bc, Astoria, NY 11105"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2106 35th St # 2BC"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11105""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.776015,""longitude"":-73.907078},""url"":""/homedetails/2106-35th-St-2BC-Astoria-NY-11105/2081916384_zpid/""}","$1,995/mo",--,sqft,Save this home
